Observation,Region,Country,Latitude,Longitude,GC,MAT,MAP,Biomes,Biomes_Detail,Sand,Silt,Clay,Magnitude1,Magnitude2,Magnitude3,LUC,LUC_Detail,Duration,Depth,pH_C,pH_T,RR_pH,pH,pH_var,Csoil,Csoil_var,Nsoil,Nsoil_var,CNsoil,CNsoil_var,Nmin,Nmin_var,Nfixation,Nfixation_var,Nitrification,Nitrification_var,Denitrification,Denitrification_var,Meth,Meth_var,MicrobialBiomass,MicrobialBiomass_var,MicrobialBiomass_Detail,Respiration,Respiration_var,Respiration_Detail,MicrobialGroup,MicrobialGroup1,MicrobialGroup_Detail,OTU,OTU_var,Chao,Chao_var,ACE,ACE_var,Shannon,Shannon_var,BG,BG_var,AG,AG_var,NAG,NAG_var,LAP,LAP_var,AP,AP_var,CEL,CEL_var,XYL,XYL_var,PO,PO_var,PER,PER_var,Urease,Urease_var,Invertase, Invertase_var,EnzymeMethod,EnzymeTem
823,,,47.43333333,126.6333333,LUC,1.5,550.0,Grassland,Natural restoration in October,,,,,,,NEtoAgr,Natural restoration to agriculture,,0–20,6.34,5.86,-0.078729165,-0.48,0.002442605,0.009264687,0.004995121,-0.037611271,0.00516024,0.046875958,0.021060631,,,,,,,,,,,,,,,,,Specialized,Denitrifier,Denitrifier,-0.00447428,0.004078736,-0.011428696,0.002102856,-0.007722046,0.002805048,-0.02236118,0.000504251,,,,,,,,,,,,,,,,,,,,,,,,
824,,,47.43333333,126.6333333,LUC,1.5,550.0,Grassland,Natural restoration in October,,,,,,,NEtoAgr,Natural restoration to agriculture,,0–20,6.34,5.88,-0.075322007,-0.46,0.003225972,0.040752184,0.004639521,0.003350087,0.005245631,0.037402097,0.021060631,,,,,,,,,,,,,,,,,Specialized,Denitrifier,Denitrifier,-0.022574322,0.003374544,-0.019121041,0.002482556,-0.019418086,0.003800543,-0.047807846,0.001937155,,,,,,,,,,,,,,,,,,,,,,,,
826,,,47.43333333,126.6333333,LUC,1.5,550.0,Grassland,Natural restoration in March,,,,,,,NEtoAgr,Natural restoration to agriculture,,0–20,6.34,6.04,-0.048474757,-0.3,0.00352934,-0.047046485,0.004932025,-0.098671528,0.005638146,0.051625043,0.021060631,,,,,,,,,,,,,,,,,Specialized,Denitrifier,Denitrifier,0.091630323,0.000657423,0.242425481,0.005285654,0.170451981,0.00356147,0.080042708,0.001165808,,,,,,,,,,,,,,,,,,,,,,,,
827,,,47.43333333,126.6333333,LUC,1.5,550.0,Grassland,Natural restoration in March,,,,,,,NEtoAgr,Natural restoration to agriculture,,0–20,6.34,5.86,-0.078729165,-0.48,0.002442605,0.009264687,0.004995121,-0.037611271,0.00516024,0.046875958,0.021060631,,,,,,,,,,,,,,,,,Specialized,Denitrifier,Denitrifier,0.109895671,0.000714784,0.207086114,0.004443505,0.159194827,0.002460423,0.050772325,0.00093665,,,,,,,,,,,,,,,,,,,,,,,,
828,,,47.43333333,126.6333333,LUC,1.5,550.0,Grassland,Natural restoration in March,,,,,,,NEtoAgr,Natural restoration to agriculture,,0–20,6.34,5.88,-0.075322007,-0.46,0.003225972,0.040752184,0.004639521,0.003350087,0.005245631,0.037402097,0.021060631,,,,,,,,,,,,,,,,,Specialized,Denitrifier,Denitrifier,0.252996514,0.010924785,0.299776777,0.028245064,0.322468189,0.021664733,-0.042559614,0.002034505,,,,,,,,,,,,,,,,,,,,,,,,
830,,,47.43333333,126.6333333,LUC,1.5,550.0,Grassland,Natural restoration in June,,,,,,,NEtoAgr,Natural restoration to agriculture,,0–20,6.34,6.04,-0.048474757,-0.3,0.00352934,-0.047046485,0.004932025,-0.098671528,0.005638146,0.051625043,0.021060631,,,,,,,,,,,,,,,,,Specialized,Denitrifier,Denitrifier,-0.072526444,0.0022728,-0.066445099,0.00495867,-0.079137321,0.002781031,0.021202208,0.000326595,,,,,,,,,,,,,,,,,,,,,,,,
831,,,47.43333333,126.6333333,LUC,1.5,550.0,Grassland,Natural restoration in June,,,,,,,NEtoAgr,Natural restoration to agriculture,,0–20,6.34,5.86,-0.078729165,-0.48,0.002442605,0.009264687,0.004995121,-0.037611271,0.00516024,0.046875958,0.021060631,,,,,,,,,,,,,,,,,Specialized,Denitrifier,Denitrifier,-0.14120331,0.006350427,-0.14999267,0.009098778,-0.11506933,0.008375276,-0.087011377,0.000463275,,,,,,,,,,,,,,,,,,,,,,,,
832,,,47.43333333,126.6333333,LUC,1.5,550.0,Grassland,Natural restoration in June,,,,,,,NEtoAgr,Natural restoration to agriculture,,0–20,6.34,5.88,-0.075322007,-0.46,0.003225972,0.040752184,0.004639521,0.003350087,0.005245631,0.037402097,0.021060631,,,,,,,,,,,,,,,,,Specialized,Denitrifier,Denitrifier,-0.122423415,0.003660354,-0.077961541,0.010326334,-0.087011377,0.005989645,-0.145851877,0.000382592,,,,,,,,,,,,,,,,,,,,,,,,
834,,,47.43333333,126.6333333,LUC,1.5,550.0,Grassland,Natural restoration in August ,,,,,,,NEtoAgr,Natural restoration to agriculture,,0–20,6.34,6.04,-0.048474757,-0.3,0.00352934,-0.047046485,0.004932025,-0.098671528,0.005638146,0.051625043,0.021060631,,,,,,,,,,,,,,,,,Specialized,Denitrifier,Denitrifier,-0.237251219,0.003471928,-0.253859607,0.003601629,-0.240826655,0.002890385,0.020408872,0.002212779,,,,,,,,,,,,,,,,,,,,,,,,
835,,,47.43333333,126.6333333,LUC,1.5,550.0,Grassland,Natural restoration in August ,,,,,,,NEtoAgr,Natural restoration to agriculture,,0–20,6.34,5.86,-0.078729165,-0.48,0.002442605,0.009264687,0.004995121,-0.037611271,0.00516024,0.046875958,0.021060631,,,,,,,,,,,,,,,,,Specialized,Denitrifier,Denitrifier,-0.259351566,0.001956237,-0.277062504,0.000801973,-0.274242652,0.000892735,-0.052922401,0.001297527,,,,,,,,,,,,,,,,,,,,,,,,
836,,,47.43333333,126.6333333,LUC,1.5,550.0,Grassland,Natural restoration in August ,,,,,,,NEtoAgr,Natural restoration to agriculture,,0–20,6.34,5.88,-0.075322007,-0.46,0.003225972,0.040752184,0.004639521,0.003350087,0.005245631,0.037402097,0.021060631,,,,,,,,,,,,,,,,,Specialized,Denitrifier,Denitrifier,-0.076099344,0.001796995,-0.03993271,0.000430904,-0.037598414,0.000943213,-0.063851472,0.001526955,,,,,,,,,,,,,,,,,,,,,,,,
890,Gansu,China,33.63333333,101.8833333,LUC,1.2,620.0,Grassland,Alpine meadow,,,,,,,NEtoPas,No grazing to winter grazing,,0–10,6.4,6.44,0.00623055,0.04,0.000126751,-0.502453253,0.011749432,-0.409623118,0.007148919,-0.093807012,0.001327225,,,,,,,,,,,-0.194731792,0.027049848,MBC,,,,Bacteria,Bacteria,Bacteria,0.028495212,0.000161046,,,,,-0.009063506,0.000183872,,,,,,,,,,,,,,,,,,,,,,,,
891,,,33.63333333,101.8833333,LUC,1.2,620.0,Grassland,Alpine meadow,,,,,,,NEtoPas,No grazing to annual grazing,,0–10,6.2,5.87,-0.054694658,-0.33,0.066792437,-0.135709827,0.009565161,-0.071663893,0.008240437,-0.067407964,0.000119803,,,,,,,,,,,-0.272562494,0.014642837,MBC,,,,Bacteria,Bacteria,Bacteria,0.017032188,0.000129435,,,,,0.003003005,4.95329e-05,,,,,,,,,,,,,,,,,,,,,,,,
892,,,33.63333333,101.8833333,LUC,1.2,620.0,Grassland,Alpine meadow,,,,,,,NEtoPas,No grazing to winter grazing,,0–10,6.4,6.44,0.00623055,0.04,0.000126751,-0.502453253,0.011749432,-0.409623118,0.007148919,-0.093807012,0.001327225,,,,,,,,,,,-0.194731792,0.027049848,MBC,,,,Fungi,Fungi,Fungi,0.074050914,0.00029451,,,,,0.261570928,0.024244029,,,,,,,,,,,,,,,,,,,,,,,,
893,,,33.63333333,101.8833333,LUC,1.2,620.0,Grassland,Alpine meadow,,,,,,,NEtoPas,No grazing to annual grazing,,0–10,6.2,5.87,-0.054694658,-0.33,0.066792437,-0.135709827,0.009565161,-0.071663893,0.008240437,-0.067407964,0.000119803,,,,,,,,,,,-0.272562494,0.014642837,MBC,,,,Fungi,Fungi,Fungi,0.145606503,0.000367195,,,,,0.308090944,0.061308999,,,,,,,,,,,,,,,,,,,,,,,,
894, Qinghai ,China,35.622,99.337,LUC,-4.0,303.9,Grassland,Alpine steppe,,,,,,,NEtoPas,No grazing to light degraded,,0–10,7.45,7.23,-0.029974996,-0.22,0.002364337,0.188807614,0.174144362,-0.443205436,0.072254611,0.63201305,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,,,0.000879754,0.003411518,,,-0.011763514,0.000117849,,,,,,,,,,,,,,,,,,,,,,,,
895,,,35.622,99.337,LUC,-4.0,303.9,Grassland,Alpine steppe,,,,,,,NEtoPas,No grazing to moderately degraded,,0–10,7.45,7.79,0.044626827,0.34,0.002541037,-0.104800919,0.07703099,-1.027153325,0.028779581,0.922352406,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,,,0.003726494,0.002752775,,,0.004286511,9.94375e-05,,,,,,,,,,,,,,,,,,,,,,,,
896,,,35.622,99.337,LUC,-4.0,303.9,Grassland,Alpine steppe,,,,,,,NEtoPas,No grazing to high degraded,,0–10,7.45,7.48,0.00401876,0.03,0.001270439,-0.560088192,0.070960348,-0.300104592,0.019754611,-0.259983599,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,,,-0.025761876,0.004920491,,,-0.008945109,0.000207263,,,,,,,,,,,,,,,,,,,,,,,,
897,,,35.622,99.337,LUC,-4.0,303.9,Grassland,Alpine steppe,,,,,,,NEtoPas,No grazing to extremely degraded,,0–10,7.45,7.52,0.009352106,0.07,0.001694503,-0.575644061,0.064198884,-0.633249039,0.010295443,0.057604978,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,,,0.023288383,0.002240657,,,-0.00594068,7.70867e-05,,,,,,,,,,,,,,,,,,,,,,,,
911,Inner Mongolia,China,48.257443,119.996448,LUC,-2.4,390.0,Grassland,Savanna,,,,,,,NEtoPlant,Savanna to Mongolian pine plantation,,50,6.318,6.216,-0.016276089,-0.102,2.54643e-05,0.521101033,0.019230386,0.286485184,0.023618492,0.234615849,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.072018018,0.013272576,,,,,-0.021478438,0.000124618,,,,,,,,,,,,,,,,,,,,,,,,
912,Qinghai,China,37.61666667,101.2,W,-2.0,500.0,Grassland,Alpine meadow,,,,1.5,,,,,6.0,0–20,7.32,7.58,0.034902872,0.26,0.000650745,-0.042787275,0.00929826,-0.015037877,0.009242264,-0.018692133,0.002507888,-0.160075062,0.320674637,,,,,,,,,,,,,,,Fungi,Fungi,,0.010122383,0.005128091,0.051895725,0.003052742,,,0.013198831,0.007354603,,,,,,,,,,,,,,,,,,,,,,,,
913,,,37.61666667,101.2,W,-2.0,500.0,Grassland,Alpine meadow with grazing,,,,1.5,,,,,6.0,0–20,7.37,7.36,-0.001357773,-0.01,0.000407853,0.085749547,0.005021236,0.09402895,0.004415209,-0.009852296,0.000341647,-0.979827576,0.489272048,,,,,,,,,,,,,,,Fungi,Fungi,,0.003256247,0.00357773,-0.028285911,0.002222804,,,-0.000718683,0.002414743,,,,,,,,,,,,,,,,,,,,,,,,
914,,,37.61666667,101.2,LUC,-2.0,500.0,Grassland,Alpine Grassland,,,,,,,NEtoPas,Alpine meadow to pasture,,0–20,7.32,7.37,0.006807378,0.05,0.000585382,0.037255432,0.007176879,0.057987258,0.007354529,-0.010638398,0.00170895,0.393286898,0.197016939,,,,,,,,,,,,,,,Fungi,Fungi,,0.048044752,0.006134167,0.087386055,0.003262983,,,0.071026026,0.006125981,,,,,,,,,,,,,,,,,,,,,,,,
915,,,37.61666667,101.2,W,-2.0,500.0,Grassland,Alpine meadow,,,,1.5,,,,,6.0,0–20,7.32,7.58,0.034902872,0.26,0.000650745,-0.042787275,0.00929826,-0.015037877,0.009242264,-0.018692133,0.002507888,-0.160075062,0.320674637,,,,,,,,,,,,,,,Fungi,Fungi,,-0.046141555,0.002118808,-0.026631644,0.001303343,,,-0.001473077,0.001367739,,,,,,,,,,,,,,,,,,,,,,,,
916,,,37.61666667,101.2,W,-2.0,500.0,Grassland,Alpine meadow with grazing,,,,1.5,,,,,6.0,0–20,7.37,7.36,-0.001357773,-0.01,0.000407853,0.085749547,0.005021236,0.09402895,0.004415209,-0.009852296,0.000341647,-0.979827576,0.489272048,,,,,,,,,,,,,,,Fungi,Fungi,,-0.107193567,0.004579236,-0.137125627,0.00323953,,,-0.027891522,0.002622774,,,,,,,,,,,,,,,,,,,,,,,,
917,,,37.61666667,101.2,LUC,-2.0,500.0,Grassland,Alpine Grassland,,,,,,,NEtoPas,Alpine meadow to pasture,,0–20,7.32,7.37,0.006807378,0.05,0.000585382,0.037255432,0.007176879,0.057987258,0.007354529,-0.010638398,0.00170895,0.393286898,0.197016939,,,,,,,,,,,,,,,Fungi,Fungi,,0.02738729,0.002013737,0.096185872,0.001797667,,,-0.019370774,0.001375141,,,,,,,,,,,,,,,,,,,,,,,,
923,KwaZulu-Natal,South Africa,-30.41666667,29.4,N,18.0,790.0,Grassland,Mesic grassland savanna,,,,7.0,,,,,66.0,0–15,5.4,4.9,-0.097163748,-0.5,0.001584131,-0.088947486,0.004242523,0.064538521,0.005578704,-0.153486007,0.021060631,2.942288588,0.140335498,,,,,,,,,-0.42038551,0.035434851,MBC,-0.46962099,0.043299049,lab,Fungi,Fungi,,,,,,,,,,-0.284354601,0.053374688,,,0.161468308,0.126598318,-0.19166978,0.110444714,,,,,,,,,,,,,,,Microplates,15
924,,,-30.41666667,29.4,N,18.0,790.0,Grassland,Mesic grassland savanna,,,,14.0,,,,,66.0,0–15,5.4,4.7,-0.138836445,-0.7,0.003443172,-0.043485112,0.002016517,0.09531018,0.001594735,-0.138795292,0.021060631,3.08074737,0.140335498,,,,,,,,,-0.529045962,0.035434851,MBC,-0.544643338,0.043299049,lab,Fungi,Fungi,,,,,,,,,,-0.267881324,0.053374688,,,0.520594753,0.126598318,-1.276297146,0.110444714,,,,,,,,,,,,,,,Microplates,15
925,,,-30.41666667,29.4,N,18.0,790.0,Grassland,Mesic grassland savanna,,,,21.0,,,,,66.0,0–15,5.4,4.1,-0.27541198,-1.3,0.002813459,0.021053409,0.002660164,0.15415068,0.000642479,-0.133097271,0.021060631,3.467627285,0.140335498,,,,,,,,,-1.484519169,0.035434851,MBC,-0.921209684,0.043299049,lab,Fungi,Fungi,,,,,,,,,,0.031982608,0.053374688,,,0.737452553,0.126598318,-1.88939988,0.110444714,,,,,,,,,,,,,,,Microplates,15
926,,,-30.41666667,29.4,P,18.0,790.0,Grassland,Mesic grassland savanna,,,,9.0,,,,,66.0,0–15,5.4,5.1,-0.057158414,-0.3,0.00154143,0.041672696,0.001913405,0.125163143,0.001523773,-0.083490447,0.021060631,2.159542598,0.140335498,,,,,,,,,0.15816231,0.035434851,MBC,-0.077354002,0.043299049,lab,Fungi,Fungi,,,,,,,,,,-0.095149931,0.053374688,,,0.674473173,0.126598318,-0.177683781,0.110444714,,,,,,,,,,,,,,,Microplates,15
927,,,-30.41666667,29.4,N_P,18.0,790.0,Grassland,Mesic grassland savanna,,,,7.0,,,,,66.0,0–15,5.4,5.1,-0.057158414,-0.3,0.001156962,0.0,0.001961672,0.064538521,0.003300058,-0.064538521,0.021060631,2.982524765,0.140335498,,,,,,,,,0.050229696,0.035434851,MBC,-0.365930169,0.043299049,lab,Fungi,Fungi,,,,,,,,,,-0.652058155,0.053374688,,,0.554126072,0.126598318,-0.311215173,0.110444714,,,,,,,,,,,,,,,Microplates,15
928,,,-30.41666667,29.4,N_P,18.0,790.0,Grassland,Mesic grassland savanna,,,,14.0,,,,,66.0,0–15,5.4,4.8,-0.117783036,-0.6,0.001173483,-0.088947486,0.001538358,0.032789823,0.000717231,-0.121737309,0.021060631,3.440944278,0.140335498,,,,,,,,,-0.195537664,0.035434851,MBC,-0.359303349,0.043299049,lab,Fungi,Fungi,,,,,,,,,,-0.197180796,0.053374688,,,0.52007476,0.126598318,-0.625708878,0.110444714,,,,,,,,,,,,,,,Microplates,15
929,,,-30.41666667,29.4,N_P,18.0,790.0,Grassland,Mesic grassland savanna,,,,21.0,9.0,,,,66.0,0–15,5.4,4.3,-0.227783931,-1.1,0.001749917,0.021053409,0.001502757,0.15415068,0.000642479,-0.133097271,0.021060631,3.725678172,0.140335498,,,,,,,,,-0.437791082,0.035434851,MBC,-0.52611494,0.043299049,lab,Fungi,Fungi,,,,,,,,,,-0.360253185,0.053374688,,,0.601689186,0.126598318,-0.927988362,0.110444714,,,,,,,,,,,,,,,Microplates,15
930,,,-30.41666667,29.4,N,18.0,790.0,Grassland,Mesic grassland savanna,,,,7.0,,,,,66.0,0–15,5.4,4.9,-0.097163748,-0.5,0.001584131,-0.088947486,0.004242523,0.064538521,0.005578704,-0.153486007,0.021060631,2.942288588,0.140335498,,,,,,,,,-0.42038551,0.035434851,MBC,-0.46962099,0.043299049,lab,Bacteria,Bacteria,,,,,,,,,,-0.177003963,0.053374688,,,0.161468308,0.126598318,-0.19166978,0.110444714,,,,,,,,,,,,,,,Microplates,15
931,,,-30.41666667,29.4,N,18.0,790.0,Grassland,Mesic grassland savanna,,,,14.0,,,,,66.0,0–15,5.4,4.7,-0.138836445,-0.7,0.003443172,-0.043485112,0.002016517,0.09531018,0.001594735,-0.138795292,0.021060631,3.08074737,0.140335498,,,,,,,,,-0.529045962,0.035434851,MBC,-0.544643338,0.043299049,lab,Bacteria,Bacteria,,,,,,,,,,-0.284354601,0.053374688,,,0.520594753,0.126598318,-1.276297146,0.110444714,,,,,,,,,,,,,,,Microplates,15
932,,,-30.41666667,29.4,N,18.0,790.0,Grassland,Mesic grassland savanna,,,,21.0,,,,,66.0,0–15,5.4,4.1,-0.27541198,-1.3,0.002813459,0.021053409,0.002660164,0.15415068,0.000642479,-0.133097271,0.021060631,3.467627285,0.140335498,,,,,,,,,-1.484519169,0.035434851,MBC,-0.921209684,0.043299049,lab,Bacteria,Bacteria,,,,,,,,,,-0.267881324,0.053374688,,,0.737452553,0.126598318,-1.88939988,0.110444714,,,,,,,,,,,,,,,Microplates,15
933,,,-30.41666667,29.4,P,18.0,790.0,Grassland,Mesic grassland savanna,,,,9.0,,,,,66.0,0–15,5.4,5.1,-0.057158414,-0.3,0.00154143,0.041672696,0.001913405,0.125163143,0.001523773,-0.083490447,0.021060631,2.159542598,0.140335498,,,,,,,,,0.15816231,0.035434851,MBC,-0.077354002,0.043299049,lab,Bacteria,Bacteria,,,,,,,,,,0.031982608,0.053374688,,,0.674473173,0.126598318,-0.177683781,0.110444714,,,,,,,,,,,,,,,Microplates,15
934,,,-30.41666667,29.4,N_P,18.0,790.0,Grassland,Mesic grassland savanna,,,,7.0,,,,,66.0,0–15,5.4,5.1,-0.057158414,-0.3,0.001156962,0.0,0.001961672,0.064538521,0.003300058,-0.064538521,0.021060631,2.982524765,0.140335498,,,,,,,,,0.050229696,0.035434851,MBC,-0.365930169,0.043299049,lab,Bacteria,Bacteria,,,,,,,,,,-0.095149931,0.053374688,,,0.554126072,0.126598318,-0.311215173,0.110444714,,,,,,,,,,,,,,,Microplates,15
935,,,-30.41666667,29.4,N_P,18.0,790.0,Grassland,Mesic grassland savanna,,,,14.0,,,,,66.0,0–15,5.4,4.8,-0.117783036,-0.6,0.001173483,-0.088947486,0.001538358,0.032789823,0.000717231,-0.121737309,0.021060631,3.440944278,0.140335498,,,,,,,,,-0.195537664,0.035434851,MBC,-0.359303349,0.043299049,lab,Bacteria,Bacteria,,,,,,,,,,-0.652058155,0.053374688,,,0.52007476,0.126598318,-0.625708878,0.110444714,,,,,,,,,,,,,,,Microplates,15
936,,,-30.41666667,29.4,N_P,18.0,790.0,Grassland,Mesic grassland savanna,,,,21.0,9.0,,,,66.0,0–15,5.4,4.3,-0.227783931,-1.1,0.001749917,0.021053409,0.001502757,0.15415068,0.000642479,-0.133097271,0.021060631,3.725678172,0.140335498,,,,,,,,,-0.437791082,0.035434851,MBC,-0.52611494,0.043299049,lab,Bacteria,Bacteria,,,,,,,,,,-0.197180796,0.053374688,,,0.601689186,0.126598318,-0.927988362,0.110444714,,,,,,,,,,,,,,,Microplates,15
937,Inner Mongolia,China,43.63333333,116.7,PPT-,0.9,334.0,Grassland,Semi-arid steppe,,,,66.66666667,,,,,3.0,0–15,,,,,,,,,,,,0.130861934,0.015606552,,,,,,,,,,,,0.01609955,0.001572978,lab,Bacteria,Bacteria,,,,,,,,0.002826215,3.61554e-05,,,,,,,,,,,,,,,,,,,,,,,,
938,,,43.63333333,116.7,PPT-,0.9,334.0,Grassland,Semi-arid steppe,,,,50.0,,,,,3.0,0–15,,,,,,,,,,,,-0.041872725,0.033637287,,,,,,,,,,,,0.038535696,0.001701059,lab,Bacteria,Bacteria,,,,,,,,0.007272506,7.02466e-05,,,,,,,,,,,,,,,,,,,,,,,,
939,,,43.63333333,116.7,PPT-,0.9,334.0,Grassland,Semi-arid steppe,,,,33.33333333,,,,,3.0,0–15,,,,,,,,,,,,0.095755218,0.013055896,,,,,,,,,,,,0.007872154,0.001405288,lab,Bacteria,Bacteria,,,,,,,,0.000679353,3.38287e-05,,,,,,,,,,,,,,,,,,,,,,,,
940,,,43.63333333,116.7,PPT-,0.9,334.0,Grassland,Semi-arid steppe,,,,8.333333333,,,,,3.0,0–15,,,,,,,,,,,,-0.048855725,0.014952392,,,,,,,,,,,,-0.018014354,0.001619836,lab,Bacteria,Bacteria,,,,,,,,-0.01493848,6.26412e-05,,,,,,,,,,,,,,,,,,,,,,,,
941,,,43.63333333,116.7,PPT+,0.9,334.0,Grassland,Semi-arid steppe,,,,16.66666667,,,,,3.0,0–15,,,,,,,,,,,,-0.052441347,0.016242202,,,,,,,,,,,,0.032168999,0.001917516,lab,Bacteria,Bacteria,,,,,,,,0.006183974,3.26955e-05,,,,,,,,,,,,,,,,,,,,,,,,
942,,,43.63333333,116.7,PPT+,0.9,334.0,Grassland,Semi-arid steppe,,,,33.33333333,,,,,3.0,0–15,,,,,,,,,,,,0.067328497,0.025611642,,,,,,,,,,,,0.043279273,0.004910333,lab,Bacteria,Bacteria,,,,,,,,0.003210676,8.86484e-05,,,,,,,,,,,,,,,,,,,,,,,,
943,,,43.63333333,116.7,PPT+,0.9,334.0,Grassland,Semi-arid steppe,,,,50.0,,,,,3.0,0–15,,,,,,,,,,,,-0.075171128,0.026756446,,,,,,,,,,,,0.019350073,0.001532393,lab,Bacteria,Bacteria,,,,,,,,0.005706168,6.57483e-05,,,,,,,,,,,,,,,,,,,,,,,,
944,,,43.63333333,116.7,PPT+,0.9,334.0,Grassland,Semi-arid steppe,,,,66.66666667,,,,,3.0,0–15,,,,,,,,,,,,0.059784085,0.0280213,,,,,,,,,,,,0.013454481,0.003052768,lab,Bacteria,Bacteria,,,,,,,,-0.000637058,0.000101074,,,,,,,,,,,,,,,,,,,,,,,,
945,,,43.63333333,116.7,PPT-,0.9,334.0,Grassland,Semi-arid steppe,,,,66.66666667,,,,,3.0,0–15,,,,,,,,,,,,0.130861934,0.015606552,,,,,,,,,,,,0.01609955,0.001572978,lab,Fungi,Fungi,,,,,,,,0.007850356,0.005847016,,,,,,,,,,,,,,,,,,,,,,,,
946,,,43.63333333,116.7,PPT-,0.9,334.0,Grassland,Semi-arid steppe,,,,50.0,,,,,3.0,0–15,,,,,,,,,,,,-0.041872725,0.033637287,,,,,,,,,,,,0.038535696,0.001701059,lab,Fungi,Fungi,,,,,,,,-0.279376445,0.006622795,,,,,,,,,,,,,,,,,,,,,,,,
947,,,43.63333333,116.7,PPT-,0.9,334.0,Grassland,Semi-arid steppe,,,,33.33333333,,,,,3.0,0–15,,,,,,,,,,,,0.095755218,0.013055896,,,,,,,,,,,,0.007872154,0.001405288,lab,Fungi,Fungi,,,,,,,,-0.059617307,0.009456847,,,,,,,,,,,,,,,,,,,,,,,,
948,,,43.63333333,116.7,PPT-,0.9,334.0,Grassland,Semi-arid steppe,,,,8.333333333,,,,,3.0,0–15,,,,,,,,,,,,-0.048855725,0.014952392,,,,,,,,,,,,-0.018014354,0.001619836,lab,Fungi,Fungi,,,,,,,,-0.079346135,0.003268055,,,,,,,,,,,,,,,,,,,,,,,,
949,,,43.63333333,116.7,PPT+,0.9,334.0,Grassland,Semi-arid steppe,,,,16.66666667,,,,,3.0,0–15,,,,,,,,,,,,-0.052441347,0.016242202,,,,,,,,,,,,0.032168999,0.001917516,lab,Fungi,Fungi,,,,,,,,0.033694565,0.003372067,,,,,,,,,,,,,,,,,,,,,,,,
950,,,43.63333333,116.7,PPT+,0.9,334.0,Grassland,Semi-arid steppe,,,,33.33333333,,,,,3.0,0–15,,,,,,,,,,,,0.067328497,0.025611642,,,,,,,,,,,,0.043279273,0.004910333,lab,Fungi,Fungi,,,,,,,,0.004300907,0.005672612,,,,,,,,,,,,,,,,,,,,,,,,
951,,,43.63333333,116.7,PPT+,0.9,334.0,Grassland,Semi-arid steppe,,,,50.0,,,,,3.0,0–15,,,,,,,,,,,,-0.075171128,0.026756446,,,,,,,,,,,,0.019350073,0.001532393,lab,Fungi,Fungi,,,,,,,,0.020755235,0.003896701,,,,,,,,,,,,,,,,,,,,,,,,
952,,,43.63333333,116.7,PPT+,0.9,334.0,Grassland,Semi-arid steppe,,,,66.66666667,,,,,3.0,0–15,,,,,,,,,,,,0.059784085,0.0280213,,,,,,,,,,,,0.013454481,0.003052768,lab,Fungi,Fungi,,,,,,,,-0.067770381,0.010845236,,,,,,,,,,,,,,,,,,,,,,,,
983,Qinghai,China,37.61666667,101.2,W,-2.0,500.0,Grassland,Alpine meadow,,,,1.5,,,,,3.0,0–10,7.59,7.6,0.001316656,0.01,0.001292449,-0.042787275,0.00929826,-0.015037877,0.009242264,-0.018692133,0.002507888,,,,,,,,,1.480053203,0.403366833,,,,,,,Specialized,Methanotroph,Methanotroph,0.040163471,0.007591075,,,,,0.030305349,0.005513438,,,,,,,,,,,,,,,,,,,,,,,,
984,,,37.61666667,101.2,W,-2.0,500.0,Grassland,Alpine meadow with grazing,,,,1.5,,,,,3.0,0–10,7.61,7.57,-0.005270104,-0.04,0.001535307,0.085749547,0.005021236,0.09402895,0.004415209,-0.009852296,0.000341647,,,,,,,,,0.034689875,0.001520535,,,,,,,Specialized,Methanotroph,Methanotroph,0.021434877,0.002892511,,,,,0.054488185,0.005405698,,,,,,,,,,,,,,,,,,,,,,,,
985,,,37.61666667,101.2,LUC,-2.0,500.0,Grassland,Alpine Grassland,,,,,,,NEtoPas,Alpine meadow to pasture,,0–10,7.59,7.61,0.00263158,0.02,0.001690561,0.037255432,0.007176879,0.057987258,0.007354529,-0.010638398,0.00170895,,,,,,,,,1.513186915,0.373323425,,,,,,,Specialized,Methanotroph,Methanotroph,-0.007826288,0.005338804,,,,,-0.039220713,0.00702157,,,,,,,,,,,,,,,,,,,,,,,,
993,Guangxi,China,25.14166667,108.2833333,N,20.0,1493.0,Grassland,Karst grassland,,,,10.0,,,,,2.0,0–10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fungi,Fungi,Mycorrhiza,0.0,0.000706719,-0.004502721,0.001073277,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,,,25.14166667,108.2833333,P,20.0,1493.0,Grassland,Karst grassland,,,,5.0,,,,,2.0,0–10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fungi,Fungi,Mycorrhiza,0.006885812,0.000747663,0.002933337,0.001151451,,,,,,,,,,,,,,,,,,,,,,,,,,,,
